aadb=1,嗷嗷待哺
mnl=1,马尼拉
mnlm=1,木牛流马
mnlu=1,蒙娜丽莎
mnmb=1,没弄明白
mnmy=1,某年某月
mnvj=1,莫逆之交
mny=1,木乃伊
mnyn=1,卖男鬻女
mpdx=1,名牌大学
mpgd=1,摸爬滚打
mph=1,冒牌货
mpju=1,满盘皆输
mpt=1,孟婆汤
mpzg=1,母凭子贵
mq=1,目前
mqaj=1,明枪暗箭
mqbl=1,牟取暴利
mqcv=1,摩拳擦掌
mqd=1,马其顿
mqg=1,没去过
mqgd=1,明确规定
mqgv=1,密切关注
mqgx=1,密切关系
mqhu=1,妙趣横生
mql=1,没钱了
mqlx=1,密切联系
mqmx=1,眉清目秀
mqmy=1,美其名曰
mqri=1,满腔热忱
mqsl=1,谋取私利
mqsx=1,麻雀虽小
mqwv=1,目前为止
mqww=1,明确无误
mqx=1,明确性
mqxg=1,密切相关
mqxz=1,马前小卒
mqyd=1,明枪易躲
mqz=1,煤气灶
mr=1,默认
mrbv=1,盲人把烛
mrgy=1,美如冠玉
mrhh=1,明日黄花
mrhu=1,蓦然回首
mrim=1,美人迟暮
mrj=1,美人计
mrl=1,没人理
mrlc=1,没人理睬
mrmx=1,盲人摸象
mrmy=1,没日没夜
mrr=1,毛茸茸
mrth=1,面如桃花
mrts=1,面如土色
mrtx=1,美若天仙
mrvv=1,漠然置之
mrwc=1,茫然无措
mrx=1,没人性
ms=1,貌似
msbk=1,莫桑比克
msdk=1,茅塞顿开
msk=1,马赛克
mskx=1,冥思苦想
msl=1,穆斯林
msw=1,没所谓
mszj=1,毛遂自荐
mt=1,明天
mt=1,每天
mtdh=1,满头大汗
mtdi=1,命途多舛
mtdz=1,弥天大罪
mtf=1,满天飞
mtg=1,没听过
mtgh=1,瞒天过海
mtgu=1,莫谈国事
mth=1,满堂红
mti=1,摩托车
mtj=1,没听见
mtkg=1,埋头苦干
mtl=1,摩天轮
mtll=1,门庭冷落
mtmn=1,没头没脑
mtq=1,蒙太奇
mtru=1,门庭若市
mtsl=1,慢条斯理
mtt=1,慢吞吞
mtu=1,没听说
mtug=1,没听说过
mtvf=1,迷途知返
mtx=1,满天星
mtxd=1,满天星斗
mty=1,猫头鹰
mtyj=1,漫天要价
muaj=1,民事案件
muby=1,漫山遍野
mudv=1,名声大振
mue=1,没事儿
mufl=1,名士风流
mug=1,没事干
mugj=1,名胜古迹
muhi=1,妙手回春
muig=1,墨守成规
mujy=1,面授机宜
muld=1,玛莎拉蒂
mulg=1,麻省理工
mumi=1,马瘦毛长
mumj=1,毛手毛脚
munf=1,名实难副
muod=1,妙手偶得
muqt=1,马失前蹄
muqx=1,瞒上欺下
mur=1,陌生人
murx=1,妙手仁心
mutk=1,卖身投靠
muuv=1,马首是瞻
muvu=1,没事找事
muwg=1,面上无光
muzr=1,谋事在人
muzw=1,名声在外
mv=1,明知
mvad=1,明争暗斗
mvat=1,明珠暗投
mvb=1,门诊部
mvbu=1,明哲保身
mvbz=1,美中不足
mvd=1,没找到
mvdp=1,民主党派
mvdx=1,明正典刑
mve=1,没准儿
mvgf=1,明知故犯
mvgw=1,明知故问
mvh=1,民主化
mvhu=1,没这回事
mvj=1,民政局
mvl=1,命中率
mvlu=1,猫捉老鼠
mvlx=1,昧着良心
mvm=1,没这么
mvmg=1,民脂民膏
mvqr=1,梦中情人
mvtx=1,名震天下
mvv=1,民主制
mvvd=1,命中注定
mvvj=1,明智之举
mvw=1,没指望
mvwg=1,墨汁未干
mvwr=1,目中无人
mvy=1,没注意
mvyu=1,名正言顺
mwbj=1,漫无边际
mwbl=1,冥顽不灵
mwbq=1,面无表情
mwgd=1,明文规定
mwjy=1,美味佳肴
mwmd=1,漫无目的
mwml=1,没完没了
mwqn=1,勉为其难
mwrs=1,面无人色
mwry=1,渺无人烟
mwt=1,没问题
mwtx=1,茫无头绪
mwwf=1,目无王法
mwxs=1,面无血色
mwyx=1,渺无音信
mwzv=1,目无尊长
mx=1,明显
mxd=1,没想到
mxg=1,墨西哥
mxgi=1,墨西哥城
mxhx=1,满心欢喜
mxiv=1,梦想成真
mxkg=1,铭心刻骨
mxmf=1,没心没肺
mxmz=1,没羞没躁
mxp=1,明信片
mxq=1,没兴趣
mxr=1,某些人
mxu=1,每小时
mxuh=1,面向社会
mxv=1,明细账
mxvd=1,明修栈道
mxwl=1,面向未来
mxwx=1,名下无虚
mxxg=1,毛细血管
mxy=1,莫须有
mxyl=1,木秀于林
mxyx=1,命悬一线
mxz=1,慢性子
mxzw=1,扪心自问
my=1,没有
myb=1,每一步
mybd=1,没有别的
mybf=1,没有办法
mybh=1,贸易保护
mybl=1,贸易壁垒
mybw=1,没有把握
myby=1,没有必要
myc=1,每一次
myd=1,慢一点
mydd=1,没有得到
mydh=1,没有的话
mydl=1,没有道理
mydu=1,没有多少
myf=1,每一份
myfm=1,某一方面
myft=1,民怨沸腾
myg=1,每一个
mygr=1,每一个人
mygz=1,每一个字
myi=1,母夜叉
myib=1,没有差别
myis=1,满园春色
myiv=1,木已成舟
myiw=1,没有成为
myj=1,没意见
myjg=1,没有结果
myjh=1,每一句话
myjy=1,没有经验
myk=1,每一刻
mykd=1,没有看到
mykj=1,没有看见
mykn=1,没有可能
myl=1,没有了
mylv=1,妙语连珠
mylx=1,没有联系
myly=1,没有理由
mym=1,摸一摸
mymr=1,某月某日
myn=1,每一年
myng=1,没有能够
myni=1,贸易逆差
mynl=1,没有能力
mynm=1,没有那么
myns=1,面有难色
myp=1,慢一拍
mypi=1,卖淫嫖娼
myq=1,没有钱
myqb=1,没有区别
myqf=1,明月清风
myql=1,谬以千里
myqt=1,没有前途
myqy=1,民营企业
myr=1,没有人
myrh=1,没有任何
myrn=1,没有人能
mys=1,没意思
mysh=1,名扬四海
mysy=1,买一送一
myt=1,每一天
mytd=1,没有听到
mytx=1,名扬天下
myu=1,名义上
myui=1,贸易顺差
myuj=1,没有时间
myv=1,每一种
myvd=1,没有找到
myvm=1,没有这么
myvy=1,没有这样
myw=1,每一位
mywl=1,贸易往来
mywt=1,没有问题
myxd=1,没有想到
myxq=1,没有兴趣
myxw=1,没有希望
myy=1,慢悠悠
myyc=1,没有一次
myyd=1,没有一点
myyg=1,没有一个
myyj=1,没有意见
myys=1,没有意思
myyv=1,没有一种
myyx=1,没有影响
myyy=1,没有意义
myz=1,牡羊座
myzg=1,没有资格
mzd=1,毛泽东
mzeg=1,满载而归
mzg=1,满足感
mzgl=1,蒙在鼓里
mzl=1,满足了
mzm=1,没怎么
mzmw=1,没滋没味
mzvg=1,弥足珍贵
mzyu=1,名噪一时
mzz=1,美滋滋
nbd=1,拿不定
nbe=1,尼泊尔
nbej=1,诺贝尔奖
nbg=1,拗不过
nbh=1,弄不好
nbhh=1,牛逼哄哄
nbi=1,难不成
nbiu=1,拿不出手
nbj=1,那不就
nbju=1,那不就是
nbke=1,怒不可遏
nblu=1,鸟不拉屎
nbmb=1,弄不明白
nbn=1,能不能
nbng=1,能不能够
nbnv=1,女扮男装
nbq=1,南半球
nbqi=1,弄不清楚
nbru=1,你比如说
nbu=1,那不是
nbuu=1,你不是说
nbv=1,耐不住
nbz=1,牛鼻子
ncl=1,弄错了
ncnm=1,男才女貌
ncqj=1,难辞其咎
ncs=1,女厕所
nd=1,难道
ndb=1,脑电波
nddh=1,男大当婚
nddj=1,女大当嫁
ndht=1,难得糊涂
ndi=1,年代初
ndjy=1,年代久远
ndni=1,男盗女娼
ndrl=1,那当然了
ndu=1,那倒是
nduj=1,那段时间
ndvy=1,拿定主意
ndx=1,能动性
ndxu=1,牛刀小试
ndyj=1,难得一见
ndyu=1,那倒也是
nfig=1,怒发冲冠
nflq=1,年富力强
nfm=1,哪方面
nfnj=1,难分难解
nfyn=1,年复一年
ngbb=1,年过半百
ngdu=1,年高德劭
ngdx=1,那个东西
ngfg=1,南国风光
ngnd=1,那个年代
ngnv=1,男耕女织
ngqj=1,能工巧匠
ngr=1,那个人
ngsu=1,年过三十
ngu=1,你敢说
nguh=1,那个时候
nguu=1,牛鬼蛇神
nguw=1,能歌善舞
ngwt=1,那个问题
ngyz=1,那个样子
ngz=1,那个字
nhd=1,霓虹灯
nhe=1,那会儿
nhgx=1,南回归线
nhh=1,闹哄哄
nhl=1,拿回来
nhna=1,男欢女爱
nhnj=1,男婚女嫁
nhq=1,奈何桥
nhrc=1,拈花惹草
nhu=1,那回事
nhvu=1,怒火中烧
nhvw=1,呐喊助威
nhyu=1,那还用说
nhz=1,女孩子
nil=1,拿出来
njdx=1,南京大学
njdx=1,牛津大学
njg=1,那几个
njgc=1,鸟尽弓藏
njiv=1,弄假成真
njj=1,牛角尖
njl=1,凝聚力
njlg=1,尼加拉瓜
njn=1,那几年
njnf=1,难解难分
njsl=1,那就算了
njv=1,南极洲
njvy=1,宁静致远
njy=1,诺基亚
njz=1,拿架子
nkdx=1,南开大学
nkrx=1,囊空如洗
nksh=1,囊括四海
nkwy=1,扭亏为盈
nkym=1,南柯一梦
nl=1,努力
nlbw=1,南来北往
nleu=1,逆流而上
nll=1,年利率
nlld=1,脑力劳动
nllu=1,年老力衰
nlnt=1,挠了挠头
nlsu=1,年老色衰
nltr=1,年老体弱
nltu=1,年老体衰
nluu=1,逆来顺受
nlv=1,奴隶制
nlvb=1,女流之辈
nlvn=1,牛郎织女
nmby=1,纳米比亚
nmd=1,那么多
nmdn=1,那么多年
nmdr=1,那么多人
nmeu=1,怒目而视
nmg=1,内蒙古
nmhu=1,那么回事
nmif=1,脑满肠肥
nmtr=1,年迈体弱
nmui=1,农贸市场
nmv=1,南美洲
nmvc=1,浓墨重彩
nmvg=1,那么这个
nmvy=1,那么这样
nmx=1,匿名信
nmz=1,脑门子
nnbw=1,念念不忘
nndp=1,男女搭配
nnkg=1,难能可贵
nnlu=1,男女老少
nnly=1,男女老幼
nnnn=1,扭扭捏捏
nnpd=1,男女平等
nnq=1,娘娘腔
nnrh=1,泥牛入海
nnss=1,年年岁岁
nntt=1,袅袅婷婷
nnwh=1,能奈我何
nnyc=1,念念有词
nnyy=1,年年有余
nnz=1,努努嘴
nnzy=1,喃喃自语
npl=1,拿破仑
npq=1,牛脾气
npu=1,哪怕是
npx=1,牛皮癣
npy=1,女朋友
nqbd=1,南腔北调
nqbv=1,怒其不争
nqh=1,年轻化
nqhp=1,鸟枪换炮
nqii=1,怒气冲冲
nqit=1,怒气冲天
nqiv=1,弄巧成拙
nql=1,哪去了
nqlv=1,年轻力壮
nqmy=1,浓情蜜意
nqnu=1,能屈能伸
nqpv=1,拈轻怕重
nqr=1,年轻人
nqwl=1,宁缺毋滥
nqyw=1,年轻有为
nre=1,尼日尔
nrly=1,尼日利亚
nrm=1,牛肉面
nrw=1,女人味
nrxw=1,耐人寻味
nsbq=1,宁死不屈
nsdk=1,纳斯达克
nsic=1,拈酸吃醋
nslf=1,南斯拉夫
nsmd=1,泥塑木雕
nswh=1,你死我活
ntdg=1,脑体倒挂
ntmm=1,牛头马面
nudr=1,那是当然
nuh=1,那时候
nuhd=1,能说会道
nuhx=1,拿手好戏
nujn=1,难上加难
nujx=1,泥沙俱下
nunf=1,难舍难分
nunj=1,蹑手蹑脚
nuqd=1,南沙群岛
nuqk=1,年少轻狂
nur=1,纳税人
nus=1,鸟兽散
nuv=1,逆时针
nuwv=1,年少无知
nuxv=1,逆水行舟
nuyw=1,那是因为
nuzr=1,那是自然
nvbh=1,难者不会
nvbv=1,南征北战
nvbw=1,宁折不弯
nvd=1,哪知道
nvdl=1,能者多劳
nvdm=1,浓妆淡抹
nvgv=1,能征惯战
nvqj=1,闹中取静
nvqk=1,扭转乾坤
nvuv=1,能征善战
nvvw=1,囊中之物
nvwd=1,你争我夺
nvwg=1,你追我赶
nvwv=1,你知我知
nvxs=1,囊中羞涩
nvy=1,乃至于
nvym=1,浓妆艳抹
nwgj=1,内外勾结
nwjk=1,内外交困
nwjx=1,内外兼修
nwnw=1,能文能武
nwq=1,难为情
nwuw=1,鸟为食亡
nwvw=1,逆我者亡
nwys=1,宁为玉碎
nx=1,那些
nxb=1,脑细胞
nxdb=1,内心独白
nxdx=1,那些东西
nxg=1,那些个
nxgj=1,那些国家
nxh=1,女性化
nxin=1,恼羞成怒
nxl=1,纽西兰
nxnd=1,难兄难弟
nxr=1,那些人
nxrz=1,那些日子
nxui=1,内心深处
nxwt=1,哪些问题
nxy=1,农学院
nxys=1,怒形于色
nxz=1,那小子
nxzj=1,弄虚作假
ny=1,那样
nybf=1,那一部分
nybh=1,捏一把汗
nybv=1,南辕北辙
nybx=1,奴颜婢膝
nycx=1,匿影藏形
nyd=1,那也得
nydh=1,那样的话
nydx=1,农业大学
nyg=1,哪一个
nygg=1,浓烟滚滚
nygx=1,年逾古稀
nyhx=1,鸟语花香
nyif=1,弄月嘲风
nyin=1,那一刹那
nyj=1,农业局
nyjr=1,娘要嫁人
nymg=1,奴颜媚骨
nymx=1,讷言敏行
nyr=1,年月日
nyub=1,能言善辩
nyv=1,哪一种
nyvx=1,难以置信
nyvy=1,难言之隐
nyw=1,哪一位
nywh=1,内忧外患
nywj=1,难以为继
nyx=1,弄一下
nyxx=1,难以想象
nyxy=1,难以下咽
nyy=1,暖洋洋
nyyh=1,农业银行
nyyx=1,难以言选
nz=1,脑子
nzgl=1,内在规律
nzh=1,男子汉
nzk=1,牛仔裤
nznb=1,男尊女卑
nzny=1,男左女右
nzty=1,挪作他用
nzux=1,泥足深陷
nzw=1,农作物
nzzz=1,念兹在兹
od=1,殴打
odsl=1,藕断丝连
oe=1,偶尔
ogt=1,欧共体
opk=1,欧佩克
or=1,偶然
orx=1,偶然性
ot=1,呕吐
ov=1,欧洲
ox=1,偶像
oxlx=1,呕心沥血
oy=1,欧阳
paeq=1,拍案而起
pajj=1,拍案叫绝
pawu=1,平安无事
payy=1,偏安一隅
pbbk=1,疲惫不堪
pbbv=1,排兵布阵
pbd=1,跑不掉
pbdn=1,平板电脑
pbdy=1,迫不得已
pbel=1,扑鼻而来
pbg=1,皮包骨
pbij=1,拍板成交
pbjd=1,迫不及待
pbjj=1,贫病交加
pblm=1,跑不了庙
pbp=1,怕不怕
pbpl=1,漂不漂亮
pbqy=1,平步青云
pbu=1,赔不是
pbuh=1,蓬荜生辉
pbwg=1,平白无故
pbwj=1,朋比为奸
pbx=1,普遍性
pbxu=1,蓬勃向上
pbyi=1,喷薄欲出
pddu=1,屁大点事
pdjn=1,庖丁解牛
pdpd=1,屁颠屁颠
pdvu=1,普度众生
pdwq=1,平淡无奇
pe=1,普洱
pehl=1,破而后立
pfb=1,皮肤病
pfdx=1,捧腹大笑
pffh=1,贫富分化
pfhu=1,蚍蜉撼树
pfi=1,剖腹产
pfij=1,贫富差距
pfiv=1,破釜沉舟
pfm=1,平方米
pfmj=1,泼妇骂街
pfqs=1,平分秋色
pfvv=1,颇费周折
pfvx=1,平反昭雪
pfvy=1,匹夫之勇
pfwz=1,匹夫无罪
pfyh=1,浦发银行
pfz=1,票贩子
pgcj=1,盘根错节
pgld=1,披肝沥胆
pgnl=1,屁滚尿流
pgp=1,怕个屁
pgpu=1,破罐破摔
pgvq=1,旁观者清
pgwd=1,刨根问底
phb=1,排行榜
phh=1,胖乎乎
phlt=1,炮火连天
phm=1,平衡木
phx=1,破坏性
pimx=1,破除迷信
piph=1,骗吃骗喝
piwl=1,鹏程万里
piwn=1,排除万难
pix=1,平常心
pjbl=1,片甲不留
pjid=1,破茧成蝶
pjiy=1,破镜重圆
pjl=1,破纪录
pjlx=1,破旧立新
pjsi=1,牝鸡司晨
pjtl=1,否极泰来
pjvj=1,披荆斩棘
pjvr=1,披坚执锐
pjxl=1,平静下来
pkdq=1,贫困地区
pknz=1,凭空捏造
pkrv=1,皮开肉绽
pl=1,漂亮
pldq=1,赔礼道歉
plff=1,攀龙附凤
plh=1,漂亮话
plp=1,拍了拍
plpl=1,噼里啪啦
plpq=1,跑来跑去
plt=1,跑龙套
plu=1,泼冷水
plyq=1,皮里阳秋
pmbm=1,盆满钵满
pmbx=1,平民百姓
pmel=1,扑面而来
pmer=1,破门而入
pmgh=1,跑马观花
pmk=1,平民窟
pmnj=1,拍马难及
pmp=1,拍马屁
pmq=1,贫民区
pmt=1,平面图
pmx=1,片面性
pmzd=1,旁门左道
pnql=1,跑哪去了
ppaa=1,平平安安
ppbb=1,琵琶别抱
ppbu=1,偏旁部首
ppdd=1,平平淡淡
ppdy=1,瓢泼大雨
ppgg=1,瓶瓶罐罐
ppgz=1,翩翩公子
ppjj=1,平平静静
ppll=1,破破烂烂
ppmm=1,婆婆妈妈
ppmp=1,拍拍马屁
ppp=1,啪啪啪
pppg=1,拍拍屁股
pppp=1,噼噼啪啪
ppqw=1,翩翩起舞
ppr=1,飘飘然
ppt=1,泡泡糖
pptt=1,普普通通
ppun=1,翩翩少年
ppvx=1,平铺直叙
ppwq=1,平平无奇
ppyx=1,飘飘欲仙
ppz=1,撇撇嘴
ppzz=1,平平仄仄
pq=1,脾气
pqcj=1,旁敲侧击
pql=1,爬起来
pqpz=1,平起平坐
pqu=1,喷气式
pqxy=1,迫切需要
pr=1,骗人
prdw=1,庞然大物
prl=1,平日里
prlr=1,判若两人
pru=1,譬如说
prvk=1,皮肉之苦
prwr=1,旁若无人
prxd=1,怦然心动
pryn=1,判若云泥
ps=1,配送
psl=1,蒲松龄
psph=1,拼死拼活
psxi=1,菩萨心肠
pt=1,平台
ptdy=1,滂沱大雨
ptei=1,破土而出
ptg=1,葡萄干
ptgd=1,铺天盖地
ptgl=1,劈头盖脸
ptgm=1,蓬头垢面
pth=1,普通话
ptl=1,泡汤了
ptlm=1,抛头露面
ptlt=1,破铜烂铁
ptlz=1,品头论足
ptpx=1,偏听偏信
ptr=1,普通人
ptsf=1,披头散发
ptt=1,葡萄糖
pttq=1,普天同庆
ptu=1,普陀山
ptvx=1,普天之下
ptwx=1,破涕为笑
ptx=1,排他性
pty=1,葡萄牙
pudh=1,排山倒海
puik=1,拍手称快
pujh=1,拍手叫好
puml=1,扑朔迷离
puwh=1,朴实无华
pux=1,普适性
puxf=1,萍水相逢
pv=1,配置
pvbi=1,破绽百出
pvby=1,旁征博引
pvfd=1,品种繁多
pvh=1,破折号
pvlf=1,铺张浪费
pvp=1,怕只怕
pvy=1,偏重于
pvyy=1,抛砖引玉
pwyj=1,盼望已久
px=1,培训
pxdw=1,爬行动物
pxdy=1,披星戴月
pxel=1,平心而论
pxjy=1,品学兼优
pxx=1,平行线
pxza=1,偏信则暗
py=1,拼音
pybm=1,疲于奔命
pygh=1,漂洋过海
pyh=1,鄱阳湖
pyjn=1,排忧解难
pyjr=1,平易近人
pylu=1,破衣烂衫
pyvb=1,平庸之辈
pyvy=1,片言只语
pyx=1,皮影戏
pyyf=1,疲于应付
pzmj=1,迫在眉睫
qa=1,亲爱
qad=1,亲爱的
qagl=1,乞哀告怜
qatm=1,弃暗投明
qbdw=1,穷兵黩武
qbg=1,敲边鼓
qbgz=1,岂不怪哉
qbiu=1,泣不成声
qbjj=1,情比金坚
qbkx=1,岂不可惜
qbnl=1,千百年来
qbq=1,瞧不起
qbt=1,丘比特
qbu=1,岂不是
qbv=1,却不知
qbwh=1,千变万化
qbyn=1,祛病延年
qbz=1,翘辫子
qbzj=1,情不自禁
qc=1,其次
qcdl=1,强词夺理
qcqj=1,去粗取精
qcql=1,群策群力
qcsy=1,青葱岁月
qcye=1,清脆悦耳
qczj=1,遣词造句
qd=1,确定
qdf=1,清道夫
qdgx=1,裙带关系
qdh=1,千岛湖
qdhi=1,恰到好处
qdhj=1,青灯黄卷
qdi=1,气垫船
qdik=1,情窦初开
qdiv=1,屈打成招
qdjt=1,拳打脚踢
qdl=1,取得了
qdq=1,瞧得起
qdtg=1,巧夺天工
qdux=1,气定神闲
qdv=1,期待着
qdvj=1,请多指教
qdwg=1,千刀万剐
qdwv=1,千叮万嘱
qdx=1,确定性
qdy=1,全等于
qdyj=1,期待已久
qdyx=1,取大优先
qe=1,全额
qebb=1,千儿八百
qebd=1,求而不得
qebu=1,锲而不舍
qedv=1,取而代之
qelx=1,妻儿老小
qewx=1,千恩万谢
qeyj=1,轻而易举
qf=1,缺乏
qfb=1,全封闭
qfbd=1,起伏不定
qfbj=1,千方百计
qfdu=1,棋逢对手
qfdy=1,情非得已
qfh=1,千分号
qfhj=1,前赴后继
qfhy=1,前俯后仰
qfky=1,凄风苦雨
qfly=1,凄风冷雨
qfmy=1,清风明月
qfq=1,潜伏期
qfsu=1,秋风送爽
qfsv=1,千夫所指
qfv=1,千分之
qfvt=1,切肤之痛
qfvy=1,千分之一
qfw=1,全方位
qfwv=1,全副武装
qfx=1,启发性
qfyu=1,确非易事
qg=1,奇怪
qgbb=1,千古不变
qgbq=1,七拱八翘
qgd=1,穷光蛋
qgdu=1,奇怪的是
qghg=1,曲高和寡
qgih=1,气贯长虹
qgj=1,缺根筋
qgji=1,千古绝唱
qgjl=1,清规戒律
qgjn=1,强弓劲弩
qgjq=1,前功尽弃
qgjx=1,勤工俭学
qgl=1,奇怪了
qgmw=1,轻歌曼舞
qgq=1,曲棍球
qgqi=1,倾国倾城
qgqu=1,秋高气爽
qgvh=1,窃国者侯
qgvv=1,窃钩者诛
qgx=1,全国性
qgxd=1,旗鼓相当
qgxs=1,敲骨吸髓
qgy=1,气管炎
qgyc=1,奇光异彩
qgyv=1,棋高一着
qgz=1,潜规则
qgzc=1,岂敢造次
qh=1,切换
qhbd=1,清华北大
qhbj=1,青黄不接
qhbs=1,七荤八素
qhbu=1,欺行霸市
qhbv=1,千回百转
qhd=1,秦皇岛
qhdx=1,清华大学
qhh=1,气呼呼
qhhy=1,前呼后拥
qhkj=1,奇货可居
qhl=1,亲和力
qhlb=1,权衡利弊
qhnx=1,骑虎难下
qhsv=1,秋后算账
qht=1,秋海棠
qhu=1,青海省
qhw=1,氰化物
qhwf=1,秋毫无犯
qhwh=1,千呼万唤
qhyc=1,奇花异草
qhyk=1,情何以堪
qhyp=1,漆黑一片
qhyt=1,漆黑一团
qhzb=1,青红皂白
qhzy=1,前后左右
qibd=1,取长补短
qibk=1,千疮百孔
qibl=1,千锤百炼
qidr=1,奇耻大辱
qiei=1,倾巢而出
qigd=1,牵肠挂肚
qiid=1,倾巢出动
qijc=1,轻车简从
qijv=1,浅尝即止
qinu=1,青春年少
qisj=1,前程似锦
qith=1,切齿痛恨
qiul=1,轻车熟路
qivh=1,起承转合
qivj=1,前车之鉴
qivv=1,浅尝辄止
qiwb=1,千差万别
qiwu=1,前程往事
qixh=1,气冲霄汉
qixx=1,气喘吁吁
qiyd=1,前程远大
qiyl=1,青出于蓝
qj=1,期间
qjbh=1,气急败坏
qjbm=1,千娇百媚
qjbx=1,趋吉避凶
qjd=1,千斤顶
qjdi=1,倾家荡产
qjdl=1,缺斤短两
qjf=1,全家福
qjfm=1,全军覆没
qjg=1,清洁工
qjhg=1,前倨后恭
qjj=1,清洁剂
qjjr=1,情景交融
qjjy=1,勤俭节约
qjl=1,请见谅
qjlu=1,轻解罗裳
qjlx=1,勤加练习
qjm=1,前几名
qjmx=1,千金买笑
qjmy=1,强奸民意
qjnq=1,千金难求
qjp=1,全键盘
qjr=1,前几日
qjrf=1,其疾如风
qjrw=1,请君入瓮
qjt=1,前几天
qjty=1,曲径通幽
qjuw=1,气绝身亡
qjvf=1,千钧重负
qjvg=1,齐家治国
qjvh=1,秦晋之好
qjvu=1,情急智生
qjvx=1,情急之下
qjvz=1,欺君之罪
qjwd=1,轻举妄动
qjwh=1,千家万户
qjwl=1,穷极无聊
qjwm=1,千军万马
qjwu=1,欺君罔上
qjwv=1,迄今为止
qjww=1,清静无为
qjxj=1,千金小姐
qjy=1,取决于
qjyf=1,千钧一发
qjyn=1,千金一诺
qjyr=1,强加于人
qjyy=1,琼浆玉液
qk=1,情况
qkdu=1,旗开得胜
qkl=1,巧克力
qkld=1,穷困潦倒
qkwl=1,晴空万里
qkwv=1,穷寇勿追
qkx=1,情况下
qlbg=1,曲里八拐
qlbh=1,趋利避害
qlbl=1,七零八落
qlbu=1,七老八十
qldg=1,敲锣打鼓
qldj=1,其利断金
qldy=1,枪林弹雨
qlg=1,禽流感
qlgl=1,奇了怪了
qlgw=1,曲里拐弯
qlig=1,秦楼楚馆
qljq=1,黔驴技穷
qlmh=1,清理门户
qlqw=1,亲力亲为
qlrr=1,其乐融融
qlts=1,清丽脱俗
qltt=1,千里迢迢
qlvd=1,千里之堤
qlvv=1,情理之中
qlvx=1,千里之行
qlwq=1,其乐无穷
qlwu=1,群龙无首
qlwy=1,歧路亡羊
qlx=1,前列腺
qlyf=1,全力以赴
qlyy=1,琼楼玉宇
qlzs=1,妻离子散
qm=1,前面
qmby=1,其貌不扬
qmdj=1,奇门遁甲
qmdx=1,轻描淡写
qmlw=1,群魔乱舞
qmvl=1,犬马之劳
qmvm=1,青梅竹马
qmwj=1,亲密无间
qmzh=1,阡陌纵横
qnbv=1,勤能补拙
qncj=1,青年才俊
qnd=1,去年底
qngx=1,轻诺寡信
qntq=1,去年同期
qnvm=1,强弩之末
qnvy=1,七年之痒
qnwx=1,千难万险
qnxu=1,倾囊相授
qnyr=1,迁怒于人
qnzj=1,情难自禁
qpbc=1,七拼八凑
qpbw=1,七平八稳
qpdy=1,倾盆大雨
qpfd=1,全盘否定
qph=1,俏皮话
qphj=1,前仆后继
qphy=1,亲朋好友
qpp=1,轻飘飘
qpqm=1,枪炮齐鸣
qpv=1,强迫症
qpx=1,起跑线
qpyl=1,千篇一律
qq=1,恰恰
qqaa=1,期期艾艾
qqbb=1,七七八八
qqbb=1,清清白白
qqbg=1,千奇百怪
qqcc=1,凄凄惨惨
qqdb=1,全权代表
qqdd=1,敲敲打打
qqdd=1,清清淡淡
qqdy=1,千秋大业
qqff=1,起起伏伏
qqfh=1,牵强附会
qqgg=1,奇奇怪怪
qqhd=1,巧取豪夺
qqhh=1,前前后后
qqii=1,清清楚楚
qqiq=1,妻妾成群
qqjl=1,去去就来
qqjy=1,权钱交易
qqjz=1,谦谦君子
qqkk=1,勤勤恳恳
qqlh=1,强强联合
qqll=1,起起落落
qqlu=1,强强联手
qqly=1,七情六欲
qqpy=1,QQ拼音
qqss=1,轻轻松松
qqsy=1,窃窃私语
qqtr=1,全情投入
qquh=1,琴棋书画
qquu=1,确确实实
qquu=1,清清爽爽
qquy=1,七窍生烟
qquz=1,娶妻生子
qqvv=1,曲曲折折
qqvx=1,乔迁之喜
qqwd=1,千秋万代
qqww=1,千千万万
qqww=1,卿卿我我
qqxf=1,恰恰相反
qqxu=1,区区小事
qqyu=1,芊芊玉手
qqzb=1,求全责备
qrbl=1,弃若敝履
qrj=1,情人节
qrpy=1,欺软怕硬
qrqf=1,恰如其分
qrsn=1,强人所难
qrtu=1,欺人太甚
qrvf=1,齐人之福
qrxp=1,沁人心脾
qrym=1,千人一面
qrys=1,气若游丝
qryt=1,杞人忧天
qrzu=1,前人栽树
qsbh=1,七死八活
qshu=1,起死回生
qshx=1,前思后想
qsmx=1,奇思妙想
qsna=1,寝食难安
qspp=1,琴瑟琵琶
qsu=1,起诉书
qsuq=1,情随事迁
qswl=1,千丝万缕
qsww=1,前所未闻
qswy=1,前所未有
qsyk=1,轻松愉快
qszr=1,轻松自如
qtbj=1,齐头并进
qtbr=1,青天白日
qtcy=1,求同存异
qtdu=1,蜻蜓点水
qtgl=1,奇谈怪论
qtgr=1,情同骨肉
qtgu=1,清汤寡水
qti=1,钱塘潮
qtik=1,亲痛仇快
qtjm=1,情同姐妹
qtkj=1,囚徒困境
qtml=1,穷途末路
qtpl=1,晴天霹雳
qtq=1,青铜器
qtqw=1,掐头去尾
qtuh=1,气吞山河
qtuz=1,情同手足
qtwb=1,前途未卜
qtwl=1,前途无量
